Plate,Well,Cell Type,Stimuli,Inhibitor,Inhibitor Conc=uM,Time=min,,,p-Akt,p-cJun ,p-CREB ,p-ERK1/2,p-GSK-3a/b,p-IkBa,p-JNK,p-MEK1,p-p38,p-p70-S6K,p-p90-RSK,p-STAT2,p-STAT3 (Tyr705),p-IRS-1,p-Histone H3,p-Hsp27,p-p53 (Ser37),p-Tyk2,p-ATF-2,p-NFkB,p-p53 (Ser46),p-STAT3 (Ser727),p-STAT6
,,U937,LPS + IL-1a,JAKi,1,480,,,2816.5,19019,1056,1380.5,6363,3207,1411,14493.5,1569,11406,1907.5,788,322.5,843,1021,10142,629,1435,4260.5,379,43.5,951,245
,,U937,LPS + IL-1a,JAKi,1,240,,,2381,22301,1364,1413.5,6486,1777,2151,,2069.5,9526,1144.5,231,499.5,1003.5,973.5,16574,705,1737.5,4218,427.5,37.5,1187.5,212.5
,,U937,LPS + IL-1a,JAKi,1,120,,,2751.5,25054,1645.5,1285,8352,16725,3399,22724,2777,16008,1733,280,351,1048.5,979,24470,714,1289,3509.5,508,28,504.5,160
,,U937,LPS + IL-1a,JAKi,1,60,,,4370.5,26390.5,3251,1198,9049.5,19837.5,5390,19892,4966,19922,2187,349.5,65,1517.5,1065.5,27498.5,1703,1239,3852.5,927,40.5,699,127
,,U937,LPS + IL-1a,JAKi,1,30,,,4769,23145,2918,1395,7637.5,4322.5,3962.5,20018.5,4780,15396,2003,359,49,1116,1032,27354,973,1468,5432,1011.5,38.5,791.5,158
,,U937,LPS + IL-1a,JAKi,1,15,,,4045,14412,1821,1538.5,6402.5,4652.5,1726,22458,3271,13206.5,1928,270,64,1012,1005,26350,375,1270,3171,397,27,623.5,123.5
,,U937,LPS + IL-1a,JAKi,1,5,,,6304,14199.5,2371,2490,13232,10068,1936,23403,3050,20566,3748.5,660,111,1954,1897.5,14301,428,2394,1918,137,30,660,152
,,U937,LPS + IL-1b,JAKi,1,1440,,,2896,17587,955.5,1618,8215.5,2510,524,16458,622,12956,1788,286,235,775,1012,6073,845,2916,2017,121,35,653,151
,,U937,LPS + IL-1b,JAKi,1,480,,,2936,22811.5,814,1427,6378.5,4564,1235.5,16399.5,1283,11319,1592,739,252,894,941,8045,685.5,1504,5651,394,45,931.5,221
,,U937,LPS + IL-1b,JAKi,1,240,,,2954,,1083,1548,6528,249,2291.5,16305.5,,14161,1349,185,38.5,485,957.5,16044,554.5,1543,3646,341,41,1014.5,208
,,U937,LPS + IL-1b,JAKi,1,120,,,3025,24441,1687.5,1542.5,7418,14975,3823,,2363,16514.5,1421,226.5,266,936,1074.5,24090,673.5,1224,2923,478.5,31,535.5,128
,,U937,LPS + IL-1b,JAKi,1,60,,,3014,24385,2844,1563.5,7354,16071,5133,15024.5,3402,19038,1944,202,47.5,1116,971,26141,1069,1222,3169,836,36.5,688.5,160
,,U937,LPS + IL-1b,JAKi,1,30,,,4614,21964.5,3158,1515,8886,5553,3777.5,20809,5182,15268,2246,341,61,1147.5,999,26390.5,1088.5,1330.5,4547,898,35.5,561,145.5
,,U937,LPS + IL-1b,JAKi,1,15,,,3652,10647,1618,1315,6640.5,4397.5,1469,18056,2912.5,14172,2040,265,62,996.5,874,24722.5,364,1116,3935.5,574,36,974,232
,,U937,LPS + IL-1b,JAKi,1,5,,,3272,7729.5,1177.5,1357,7253,5355.5,959,18613,1674,13147,1934,483,60,1061,896,8923,210,1210.5,1859,162.5,39.5,591.5,146
,,U937,LPS + GM-CSF,JAKi,1,1440,,,3889,16026,1081,2060.5,6842,3536,829,19619,1045,13619,2195.5,353.5,259.5,1010.5,1078,3802,690.5,2360,1929,152.5,40,838,167
,,U937,LPS + GM-CSF,JAKi,1,480,,,4272.5,24058,1067.5,1724,8800,5420,1748,19533,1635.5,17035,2034,585,416,1115,1158,8380,996,1669,2613,187.5,41,663.5,154
,,U937,LPS + GM-CSF,JAKi,1,240,,,1713,23291,1211,1811,6826.5,5671,2213.5,18090.5,2198.5,17224,1822,165,1081,1004.5,880,11952.5,694,1225,2317,209,27,539.5,114
,,U937,LPS + GM-CSF,JAKi,1,120,,,3806,21208.5,1601,1966,6455.5,11361,2752.5,23592,2331,16385,1784,192.5,230,902.5,960,24443,615.5,1358,3860,839,38.5,787,195
,,U937,LPS + GM-CSF,JAKi,1,60,,,5250,25514,3828.5,1411,8192.5,18313,5254,23605,5197,20930,2231,360.5,59,1402,1152,27501.5,1390,1280.5,3969.5,876,36,601,85
,,U937,LPS + GM-CSF,JAKi,1,30,,,2477,6238,1591,1509,7340,,2136,20656,,10721.5,1965,294.5,41,937,868,24483,373,878,5436.5,1364.5,37,946,207
,,U937,LPS + GM-CSF,JAKi,1,15,,,3474,7814,1630,1657.5,7086.5,4156,1342,21808,2693.5,12800.5,1984,304,54.5,901,830,23645,271.5,1009.5,3152,309.5,29,630.5,136
,,U937,LPS + GM-CSF,JAKi,1,5,,,3432.5,6082,1127,1719.5,7440.5,2800,781,23190.5,999,13062,2019,379,73,962,957,2322,180.5,1352,1110,82,30.5,633,131
,,U937,LPS + IFN-g,JAKi,1,1440,,,3158,13568,989,1946,7843.5,2607,363.5,20275,1021.5,10305,2011.5,293,90,1012,637.5,4149,844,3214,1881,122.5,37,1101,155
,,U937,LPS + IFN-g,JAKi,1,480,,,4169.5,22580.5,1267,1382,8500.5,4935.5,1724,16223,1739,14076.5,2215,896.5,169,997,1103.5,9123.5,634,1343,2534.5,162.5,41,658,142
,,U937,LPS + IFN-g,JAKi,1,240,,,2653,23189,1175,1253,5872,8455,1799,12705,2619,13506.5,1965,339,435,958,938,20369.5,610,1329,2695,242.5,49.5,724.5,146
,,U937,LPS + IFN-g,JAKi,1,120,,,3125,25052.5,1527,1327,7413.5,15079.5,3276.5,21948.5,2409,18477,1701,351,229,1194,1062.5,23788.5,664,1235,3206,454,41.5,526,119
,,U937,LPS + IFN-g,JAKi,1,60,,,3604,25517,3280,1272,8349,17471,6553,17479.5,5871,21042.5,1988.5,352.5,64,1307,977,27547,1746,1208,3979,813,36,550,120
,,U937,LPS + IFN-g,JAKi,1,30,,,2875,17419.5,1765,1622,,,2319,,3737,10534,,383,53,966,785,25142,666,1006,3893,658,35.5,654,136
,,U937,LPS + IFN-g,JAKi,1,15,,,2712,10364,1490,1502.5,6614,5019.5,1609,19995.5,2562.5,11721.5,1445,392.5,67,1081,1000.5,24071,342,1216,2961,318,27.5,499,126.5
,,U937,LPS + IFN-g,JAKi,1,5,,,3066,6511,1195,1314.5,5939,3124.5,857,18638.5,1185,12739,2089,900.5,69,1224,1042,3331.5,178,1231.5,1449,99,31,622,130
,,U937,LPS + IL-6,JAKi,1,1440,,,8000.5,21173,1612.5,4368,12935,4554,1036,25023,2094.5,20949,4586.5,617.5,506,2001,2467,6881,1133,5009.5,2987,221,40,1499,342
,,U937,LPS + IL-6,JAKi,1,480,,,3339,22213,1102.5,1544.5,8043,5126,1517.5,21530,1367.5,14237,2107,638,428.5,876.5,965,7422,766,1418,4455,335.5,46.5,1123.5,271
,,U937,LPS + IL-6,JAKi,1,240,,,3597,23817,1549.5,1957,6488,8007.5,2160,20678,1921,15092.5,2414,227,750.5,914,1061,15494,975,1442,3317,330,50.5,1067,218.5
,,U937,LPS + IL-6,JAKi,1,120,,,3013.5,24116,1717,1763,6403,14887,2663,23633,1998.5,15299,1961,256.5,314.5,1010,962,23818.5,608,1151,4528,905.5,32,985.5,234
,,U937,LPS + IL-6,JAKi,1,60,,,4864.5,25351,3666.5,1497,8331,17208,5152,22237.5,5703,20682,2399,309,180,1436.5,1112.5,26375.5,1637.5,1204,4599.5,1232.5,48,1272.5,226.5
,,U937,LPS + IL-6,JAKi,1,30,,,3624.5,18280.5,3091.5,1547,7818,4068,3214,22299,4381,14519,1999.5,307.5,206.5,1131,910.5,26568.5,914.5,1346,4223,1064,33.5,900,239
,,U937,LPS + IL-6,JAKi,1,15,,,3580.5,9341,1729,1768,6161,3849,1166.5,21473,2214,12637,2183,309,134,945,897,25236,290,1402,4770,669,37,1058.5,257
,,U937,LPS + IL-6,JAKi,1,5,,,3741,9134.5,1659,2494.5,7522,4651,1182,23857,1415,17969,2858.5,553.5,238.5,1593.5,1522.5,4673.5,279,2017,1722,128,29.5,752.5,159
,,U937,LPS + IL-10,JAKi,1,1440,,,9261,21343,1464,4071,11299,5021,1194,23624,1562,21096,3481,439.5,1630.5,2124,2059,8804,1164,5783.5,2544.5,142.5,33,977,187
,,U937,LPS + IL-10,JAKi,1,480,,,5644.5,20268,1003,2121,14223.5,4465,2092,17958.5,1608,16166,3090,532,2517.5,1521,1431,9926,1232.5,3385,3279,211,48,905.5,182
,,U937,LPS + IL-10,JAKi,1,240,,,3801,23968,1510,2093,7723.5,7470.5,2048,19628.5,2087,17981.5,2484,297,1980.5,1091,1103.5,15286.5,827.5,1592,2548,207,40,743,157
,,U937,LPS + IL-10,JAKi,1,120,,,4250,24388.5,1900,1747.5,8665,15977,2651,23577.5,2534.5,19485,2139,304.5,2074,1138,952.5,24921,757.5,1415,3190.5,484,44,998,174
,,U937,LPS + IL-10,JAKi,1,60,,,3953,23530.5,2675,1419,7798,11660,3533,19917,5204,17547,2325,246.5,2358.5,1007,925,25689,966,1517,3817,600,48.5,864,163
,,U937,LPS + IL-10,JAKi,1,30,,,4107,11377,1898,1515,6954,3094,1650,23635.5,2812,12341,2312.5,282.5,1321,841.5,925.5,25120,369,1471.5,3202,515,34,840.5,186
,,U937,LPS + IL-10,JAKi,1,15,,,3045,9117,952,1595,6150,3458,1400,23218,2203,14177,1914.5,301,1004,962,1000,23844,317,1727,2896,413,43,1074,218
,,U937,LPS + IL-10,JAKi,1,5,,,3863,5627,1187,1715,6016,2602.5,612,22516,1067,13095,2013,291,509,1047,908,3468,195,1376,1592,117,36.5,754,159
,,U937,IL-1a,PI3Ki,1,1440,,,5216,9356.5,1024,2496,11603.5,2506,958,23548,1243,9755,2954.5,856,348.5,852,1049.5,2415,937,3077,1122,88,27,754,145.5
,,U937,IL-1a,PI3Ki,1,480,,,4892.5,10118,1065,1993.5,8584,3357,1229.5,23195,1504,8914,2573,886,293,975,913,2982,542,1956,1646,111,32,655.5,143
,,U937,IL-1a,PI3Ki,1,240,,,3853,11682,1219,1865,7720.5,3905.5,1374.5,23257.5,1566,9994,2633,576.5,276,1027,888.5,3929,490.5,1800,1359,111.5,29,385,168
,,U937,IL-1a,PI3Ki,1,120,,,4235.5,9953,1095,1706,9330,3633,884,23424.5,1375,9814,2562,520.5,218,954,902,3824,458.5,1510,2024,130,27,640.5,143
,,U937,IL-1a,PI3Ki,1,60,,,3438,11288,1047,1822.5,7478.5,1889,793,23750,1007,8898.5,2337,1322,210,1106.5,836,3434,296,1487,1460,110.5,28,593,129
,,U937,IL-1a,PI3Ki,1,30,,,3949.5,12650.5,1276,1712,7169,1652,1157,22208,755.5,9094,2706,637,186.5,932,820.5,8151.5,353.5,1439.5,1601,85,25.5,506.5,175
,,U937,IL-1a,PI3Ki,1,15,,,3093,11543,1522,2340,10167,1928,750.5,23679.5,981,11173.5,3320,920,193,974,908,8064,434,1995,1649,118,34,697,185
,,U937,IL-1a,PI3Ki,1,5,,,3479.5,9107,1460,2095,12860,3961,968,24020,1499,11512,3185.5,735,258,868.5,941,5509,364,1805,2244,194.5,37,1298,231
,,U937,IL-1b,PI3Ki,1,1440,,,3969,13273,1132,2513,11782,2826,885,23777,1384,9942,2949.5,1449,561,1056,1134,2843.5,752,2778,1360,86,29,625.5,137
,,U937,IL-1b,PI3Ki,1,480,,,3353,9758,1122,2221,,,861,,1134,,2414,,,,,,,,1707.5,154,30.5,649,170
,,U937,IL-1b,PI3Ki,1,240,,,3214,9574,1270,2083.5,10466,3979,1234,22365,1108,11165.5,2472.5,401,278,832,1211,4207,642.5,1772,1639,121,23.5,545,130
,,U937,IL-1b,PI3Ki,1,120,,,3766,8750,1084.5,1993,11576,3442.5,1000,21361,1089.5,7570.5,2545,632,246,1191,1208,3412,539,2186.5,1853,138,35,357,85
,,U937,IL-1b,PI3Ki,1,60,,,3127,10927.5,1146,1861,7229,3271,894.5,23666,1080,8023.5,2030.5,446.5,252,1020,863,4203,324,1359,1536,118,26.5,619.5,145.5
,,U937,IL-1b,PI3Ki,1,30,,,3527,11442,1110,2141,7877.5,1575,1129,21223,1063,9527,2515.5,596,192,845.5,993,7005,360.5,1260,1519.5,97.5,28,637.5,135
,,U937,IL-1b,PI3Ki,1,15,,,2450,9983.5,1511,2243,9238,1833,1076,23680,1029,8806.5,2430.5,744,190,828,1076,8803,411,1596,1793,117,21,619,150.5
,,U937,IL-1b,PI3Ki,1,5,,,2504,9488,1575.5,2051,8026.5,4472,926.5,23489,1379.5,9546,2856.5,469,224,690,885.5,9840,192,1437,2053,159,34,632,180
,,U937,GM-CSF,PI3Ki,1,1440,,,4746.5,5796,885,2747,14609.5,1512,922,25285,435,12366,4245.5,779,108.5,1070,1258,1237,548,2570,691.5,64,25,795.5,132.5
,,U937,GM-CSF,PI3Ki,1,480,,,2344,7764.5,854,2983,7743,2145,852.5,24233,592,5810.5,3320,474,127.5,1087,1056,1250.5,466,1915.5,953.5,104,26.5,754.5,144
,,U937,GM-CSF,PI3Ki,1,240,,,,,978.5,3577,9964,2028,1025,,571,13036,,512,124,883,937.5,1289,320.5,1730,931,87.5,24.5,777.5,110
,,U937,GM-CSF,PI3Ki,1,120,,,4162,9250,979,3223,9244,2480,892,24968,715,14950.5,3497,750.5,187.5,938,1094,1382,370.5,1530,806,114,23,674,113
,,U937,GM-CSF,PI3Ki,1,60,,,3311.5,7574,1734,5412,10590,1789,959,26085.5,983.5,13116,3262,423,176,1216,955,1998,338,1626,1252,78.5,25.5,819,79
,,U937,GM-CSF,PI3Ki,1,30,,,5133,8542,3926,8564,12277,1263,990,26281.5,888.5,13967,6712,479,222,1112,1166,1818,334,1728,1650,77,33,844.5,153.5
,,U937,GM-CSF,PI3Ki,1,15,,,5100,8097,2965,8613,16130.5,1348,816,26666.5,728,14935,6069,750,384,1336.5,1760,1887,433,2589,1776.5,58,29,862.5,155
,,U937,GM-CSF,PI3Ki,1,5,,,3722.5,8122,1574,6727.5,10489,1305,883.5,25700.5,811,11407,3132,747,411,873.5,836,1337.5,238,2078,1298,79,24.5,781.5,173
,,U937,IFN-g,PI3Ki,1,1440,,,3404.5,3591,854,1043,7912,644,464,18458.5,485.5,5446,1583.5,2023,167,1442.5,817,1315,293.5,1523,1158,63.5,26,1704.5,121
,,U937,IFN-g,PI3Ki,1,480,,,3455,6283,896.5,1362,8940,804,791,20838.5,485,8922,2618,1092,321.5,1175,1068,1261,436,1668.5,1233,58,24.5,704,123.5
,,U937,IFN-g,PI3Ki,1,240,,,1986,5066,797,1432,,1058,816,,599.5,8473,1930,477.5,428,842,1069,1375.5,327,1662.5,1329,68,29,629,164
,,U937,IFN-g,PI3Ki,1,120,,,,6751,838,1695,7017,1159,807.5,23373,894.5,13328,1434,3774.5,1172,830.5,1010,1605,464,1614,1632,69,31.5,686.5,144
,,U937,IFN-g,PI3Ki,1,60,,,1684.5,5845,1344,2433,7164,894,758,19611,823,9297,2004,5902,1038,878,805.5,2231.5,141.5,1552,1683.5,78.5,20,603,135
,,U937,IFN-g,PI3Ki,1,30,,,2701,4718,1323.5,2854,7395,923,800,19272.5,478,8199,2266,6260,1547,779,1093,1614,214,1853,1253,61,23,681.5,150
,,U937,IFN-g,PI3Ki,1,15,,,3144.5,7185,1132,2335,10967.5,1171,724,24680,494,10058.5,2602,10025,1288.5,1020,972,1154.5,345,1904.5,1051.5,91,26,685.5,175
,,U937,IFN-g,PI3Ki,1,5,,,3124,7482.5,1238,1885,10850,1172,817,23501,634,10664,2906,7094.5,942,1077,914,1315.5,298,1810.5,1235,61.5,22,696,116.5
,,U937,IL-6,PI3Ki,1,1440,,,2759,4904,693,1788.5,7772.5,1051.5,548,21266,417,9887,2423,674.5,1785,1066,883,1148,363.5,1874,1110,53.5,25,948.5,130
,,U937,IL-6,PI3Ki,1,480,,,2588,4643.5,593,1596,7024.5,904.5,658,20503.5,475,8043,1838.5,289,1676,636.5,765,914,376,1564,1018,92.5,44,751,161
,,U937,IL-6,PI3Ki,1,240,,,1934,3586.5,756,1553,7078.5,938,600.5,21388,323,7107,2440,241,1094.5,744,838,499.5,406.5,1644,914.5,76,22,580,149
,,U937,IL-6,PI3Ki,1,120,,,2854,5607,720,1897,9393,1125,610.5,22041,492,10276,2119,375,1689.5,910,1044,1132.5,483,1867.5,675,56,18,522.5,85
,,U937,IL-6,PI3Ki,1,60,,,2795.5,5260,1038,2035,9039,1016,852,24242,906,9425.5,2841,441,2733,926,941.5,2328.5,373,1640,1667.5,63,21.5,721.5,132
,,U937,IL-6,PI3Ki,1,30,,,2481,3668.5,982,1479,5445.5,712,725,19090,409,6568,1169.5,672,3779.5,609,680,986,210,1156,989.5,82,22,838,139
,,U937,IL-6,PI3Ki,1,15,,,2521,3573,1031,2218,7257,703,636,23657,442,7368,1748,488,8299,946,868.5,1045,281,1604,1352,94,32.5,1013,151.5
,,U937,IL-6,PI3Ki,1,5,,,2887,6298,1180,2007,8213,1096,1003.5,22382,580.5,11162,2858,728,6217,884,939,1413,259,1790,1116,57,22,710,116
,,U937,IL-10,PI3Ki,1,1440,,,4027,4558,1032,2106.5,8299,923,553,23520.5,525.5,9391,2562,981.5,3349,1029,789,1102,267,1397,1043,82.5,30,1077,105
,,U937,IL-10,PI3Ki,1,480,,,3556.5,5931.5,832,1546.5,8247.5,936.5,698.5,23686.5,531,9545,2246.5,900,5103,972,1130,1169.5,347.5,1792,1041,59,33,896.5,127
,,U937,IL-10,PI3Ki,1,240,,,2270,4789.5,935,1768.5,6575.5,1031,618,22235,406,9272,2169,287.5,2516,684.5,805,1052,331,1522.5,943,66,21.5,581.5,124.5
,,U937,IL-10,PI3Ki,1,120,,,2391,6230,934,1907,8650,1104,794,21039,747,11527,2325.5,395.5,5652.5,836.5,930,1585,355.5,1621,904.5,60,21,744.5,129
,,U937,IL-10,PI3Ki,1,60,,,2850,6264.5,898,1615,4695,927,993,21421,890,8623,1663.5,357.5,7733,748,795,3452,262,1309.5,1863,56,26,862.5,142
,,U937,IL-10,PI3Ki,1,30,,,2604,6063,1100.5,1892.5,5199,900,647,,494.5,8813,2002,592.5,12668,646,882,1217,200,1162,1087,64,23,1008.5,120
,,U937,IL-10,PI3Ki,1,15,,,2725,4132,1038,2154.5,7050.5,912,675,22351,422,5725,2241,593,11814,810,780.5,1100,261,1412,1244,85,31.5,1204.5,154.5
,,U937,IL-10,PI3Ki,1,5,,,2323.5,6832,1016.5,1961.5,6827,1071,736,23789.5,485.5,9956,2209,564,9794,870.5,842.5,1249.5,250.5,1607.5,1479,92,31,982.5,170.5
,,U937,LPS + IL-1a,PI3Ki,1,1440,,,3220,15401,833,2011,7899,3299.5,696.5,19833.5,1383,7358,2023,1530,1689,789,980.5,7301,588,2431,1790,100,28,795.5,129
,,U937,LPS + IL-1a,PI3Ki,1,480,,,2262.5,11511,682,1203,7540,2194,1074,,,6352,1512,968,772,643.5,803,8553,794.5,1623,2909,166,28.5,610,124.5
,,U937,LPS + IL-1a,PI3Ki,1,240,,,1950.5,18034,1164,1764,8287.5,6820,2486,19402,2477.5,13755.5,2207,823,4728.5,863,926,21727.5,911,1678.5,2332,160,34,841,143
,,U937,LPS + IL-1a,PI3Ki,1,120,,,1960.5,24018.5,1184,2066,5697,12816,3001.5,23646.5,2417,13169,2400,392,1261.5,941,1069,24371,794,1416.5,2773,388,28.5,572,136
,,U937,LPS + IL-1a,PI3Ki,1,60,,,1906,16517.5,3263.5,1592,5489,10018,3691,16321,4730,,1383.5,420,240.5,1350,934,22828,913,1156.5,3766,746,34.5,533,136
,,U937,LPS + IL-1a,PI3Ki,1,30,,,2632,17583.5,1898.5,1858,6205,2221,2563,23843,4241,10383.5,1264,326,134,845,518,23478,785.5,1147.5,3482,615,36,557.5,121
,,U937,LPS + IL-1a,PI3Ki,1,15,,,2201,13227,1949,2050,7803,3386.5,1595,23112,3265.5,11671.5,2302.5,510,151.5,895.5,817,24124,435,1321,3672,543,27,624,148
,,U937,LPS + IL-1a,PI3Ki,1,5,,,2194,11818,1437.5,2303,7015,6050,1000,23629.5,2065,10906,2526,393,223,957.5,971,20308,344,1568,3033,271,26,781,179
,,U937,LPS + IL-1b,PI3Ki,1,1440,,,1872,15368,1028,1706.5,5388,1987,504,15561.5,1014,5763.5,1370,1452,1296,341,733,6087,295,2803,2301,134,39,1214.5,196
,,U937,LPS + IL-1b,PI3Ki,1,480,,,2173,16650.5,640,1754.5,7374.5,3684,1242.5,21655.5,1541,8617,1789,1495,1745,747,937,9764,735,1455.5,3980,230,45.5,1040,184.5
,,U937,LPS + IL-1b,PI3Ki,1,240,,,2581.5,20661,1130,1744,7300,3862,1964.5,23457.5,1847.5,10385,2244,552,5164,853,738,20455.5,591,1289,2914,227.5,40.5,1137.5,204
,,U937,LPS + IL-1b,PI3Ki,1,120,,,2562,23598,1535,2402.5,7384,8673,3013,20683,1905.5,14525,2539.5,405.5,1325,1082,942.5,23243.5,760,1528.5,2799,424.5,33,639.5,141
,,U937,LPS + IL-1b,PI3Ki,1,60,,,2155.5,23210,2627,1617,7609,14419.5,4765,16493,4941,13531,1202,419.5,238,1010,970,18571,1098,1281,4937.5,880,43.5,734.5,160
,,U937,LPS + IL-1b,PI3Ki,1,30,,,2163,12202,1521,1481,6576,2375,2141,,4322,6673.5,1189.5,181.5,135.5,708,929.5,16218,677,1218,3567,772,33.5,504,144.5
,,U937,LPS + IL-1b,PI3Ki,1,15,,,2833,13490,2146,2269,6795.5,4120,1698,,2791,6235,2035,434,237,803,654,3300,280,1232.5,4615.5,909,36,1036,198.5
,,U937,LPS + IL-1b,PI3Ki,1,5,,,2158.5,13386,1570,2293,9186,6000.5,1170.5,23641.5,2551,11344,2204,522,345.5,1013,889,19000,393.5,1404,3167.5,260,46,832.5,166
,,U937,LPS + GM-CSF,PI3Ki,1,1440,,,5119,17124.5,805,2844,8656,2358.5,616,23952,1262,7897,3127,1215,1675,861,1074,7186,496,2123,1599,113,29.5,1011,123
,,U937,LPS + GM-CSF,PI3Ki,1,480,,,3322,23403,760,3083,8489,4112,1238,24650,1308,7357,3206,720.5,2303,925,880.5,9268,695,1315.5,2014,172.5,28,915,149
,,U937,LPS + GM-CSF,PI3Ki,1,240,,,1870,22433,1133.5,2262,4875,5712,2270.5,23032,1994,7719,2699.5,648.5,4075.5,894,823,14595.5,727.5,1224,1962,168,28.5,814,155.5
,,U937,LPS + GM-CSF,PI3Ki,1,120,,,1398,20160.5,1992,2237,3836,5243,,22208,,9734,1420.5,442,626,776,843.5,14988.5,396,1035,2446,448,34,760.5,143
,,U937,LPS + GM-CSF,PI3Ki,1,60,,,2847.5,22453,2769,4153,7569.5,8940,3309.5,23232,5549.5,13323.5,2161,420,230,1192,776,21015.5,834,1065,3568,843,35,684,139
,,U937,LPS + GM-CSF,PI3Ki,1,30,,,3568,11241,2787,8432.5,8734,2904,2103,24551.5,3804,11120,6119,406,178,,649,24117,662,1436,4291,687,39,814,174
,,U937,LPS + GM-CSF,PI3Ki,1,15,,,4019,9184.5,2765,7733,9036,3749,1209,23943.5,1814,11476,4848.5,490.5,237,1005,798,20217,287.5,1838,4354.5,371.5,23,875.5,205
,,U937,LPS + GM-CSF,PI3Ki,1,5,,,3391,5749,1195,7270.5,8060,2233,626,26020,1328,11817.5,3997,745,390,886.5,954,6778.5,346,2283,2158,149,22.5,818,170
,,U937,LPS + IFN-g,PI3Ki,1,1440,,,3256,13006,983,1595,7629,1608,645,18591,2123,6319,2047,2448,645.5,1280,1225.5,11957,1002,3615,2567,180,44,1480.5,145
,,U937,LPS + IFN-g,PI3Ki,1,480,,,3271,21462.5,805,1218,7524.5,3992,1434,21238.5,1816,5973,1859,2199,1817,966,506,12961.5,689,1327,3098,209.5,39,913,151.5
,,U937,LPS + IFN-g,PI3Ki,1,240,,,1360,23403,1159,1525,5999,7876,2628.5,,2864,6768,1701,1979,4156,717,958,14721,447,1453,2554,260,48,958,141.5
,,U937,LPS + IFN-g,PI3Ki,1,120,,,3440,25329,2115,1918.5,7211,18068,3597,24004,3095,15043.5,2278,4858,2618.5,1106,933,25737,731,1928,3207.5,613,38,719.5,143
,,U937,LPS + IFN-g,PI3Ki,1,60,,,,23057.5,3399.5,2321,,6526,3598,,,7820,1190,1269.5,,,988,23990,750,1606.5,4375,778,41.5,774,155
,,U937,LPS + IFN-g,PI3Ki,1,30,,,4001,17027,3387,3113.5,8036,3315,3297,23510.5,4454,7595,2639,6964.5,1419.5,1036,877,25511.5,661,1935.5,3861,697,34,614.5,184.5
,,U937,LPS + IFN-g,PI3Ki,1,15,,,3250,10931,1598,2397,7230,3363,1461,22787,2329.5,7681,1956,7332,1287,853.5,874.5,24319.5,421.5,1640,3217.5,441,28,674,171.5
,,U937,LPS + IFN-g,PI3Ki,1,5,,,3486,8842,1478,2603,8669,4806,1134,23517.5,1455,12907,2969,8753,1175,814,984,9230,250,1941,2184.5,157,24.5,852.5,173
,,U937,LPS + IL-6,PI3Ki,1,1440,,,3617,6894.5,677,1656.5,7218,2214,398,20045.5,1118.5,6435,1922,938,1662,971.5,811,4776.5,535,2190,2195,142,35,756,192
,,U937,LPS + IL-6,PI3Ki,1,480,,,2749,20330.5,1011,1200.5,8222,4772,1273,23664,1553,9931,2392.5,1340,2529,984,652.5,10433.5,682.5,1532.5,2886.5,149.5,33.5,785.5,151.5
,,U937,LPS + IL-6,PI3Ki,1,240,,,3100,19640,1235,2054.5,6904,5482,2008,23428,1914,9485.5,2400,485,3779.5,1041,939.5,20267.5,750.5,1521,2146,208,42.5,786.5,165
,,U937,LPS + IL-6,PI3Ki,1,120,,,2688.5,24287,1558,2225,7887,14446.5,2981,20290,2635,13596.5,2457,512,4134,1116.5,966,23742,758.5,1627,3088,483,34,727,126
,,U937,LPS + IL-6,PI3Ki,1,60,,,2606,23205,3198,1856,5431.5,9520.5,3656.5,23734,5625,11776,1622,585,4223.5,1118,966.5,24948,981,1357.5,3705,759.5,51.5,801,150
,,U937,LPS + IL-6,PI3Ki,1,30,,,2996,16917,2952,2684,9691,3032,2605,24481.5,3311.5,11848,3202,628,8234,1016,848.5,26202,775.5,1542,3610,656,35,1065.5,186
,,U937,LPS + IL-6,PI3Ki,1,15,,,3886,11446.5,1954,2894,8582,4546,1218,24144.5,2209,13481,3328,1515,9676,1027,927,24329,476,2024,3270,399.5,33,985.5,150
,,U937,LPS + IL-6,PI3Ki,1,5,,,2460,6090,797,2101,5871,2637,605,21414.5,1046,7999,2008.5,964.5,6530,677,913,3962.5,175,1497.5,2376,165,37,1075,158.5
,,U937,LPS + IL-10,PI3Ki,1,1440,,,3732,15779.5,878,2204.5,9949,2081,597.5,23670.5,1682,7836,2437,745,3379,1154,991,5293.5,804.5,3176.5,2323,141.5,39.5,1089,155
,,U937,LPS + IL-10,PI3Ki,1,480,,,3776,20195,1072,1837,8209.5,3904.5,1077,23559,1797,10274.5,2565.5,1072,5131,840.5,871,11069,603,1582.5,2616,172.5,40,1060.5,155
,,U937,LPS + IL-10,PI3Ki,1,240,,,2883,20251,1438.5,1718,5261,6234.5,2982,21563,2682,6865.5,2328.5,450,3176,1224,735,11199,564,1594,3204,272,44,990,198.5
,,U937,LPS + IL-10,PI3Ki,1,120,,,2100,19524,1407,1532,4003.5,10016.5,2708,20139,2842,9792,1834.5,382,4122,732,832,24478,409,1131.5,2894,472,39,776.5,143.5
,,U937,LPS + IL-10,PI3Ki,1,60,,,2454,20646,2327.5,1270,5041.5,6870,2699,23175,3928,12157.5,2092,1037,6095,896,875,26629,558,1168,3447.5,592,35,1104.5,140
