Plate,Well,Cell Type,Stimuli,Inhibitor,Inhibitor Conc=uM,Time=min,,,p-Akt,p-cJun ,p-CREB ,p-ERK1/2,p-GSK-3a/b,p-IkBa,p-JNK,p-MEK1,p-p38,p-p70-S6K,p-p90-RSK,p-STAT2,p-STAT3 (Tyr705),p-IRS-1,p-Histone H3,p-Hsp27,p-p53 (Ser37),p-Tyk2,p-ATF-2,p-NFkB,p-p53 (Ser46),p-STAT3 (Ser727),p-STAT6
,,U937,LPS + IL-10,MEKi,1,60,,,5325,9964.5,1882,614,14075,3156,4300.5,23323,4436.5,14561,1406.5,1311,6402.5,158,1454.5,26652,1885,3490,4779,542,58,1664,266
,,U937,LPS + IL-10,MEKi,1,30,,,7655,9674,603,652.5,3616,2996.5,1258,,2078.5,,,421,9117,388,,,332,,5266.5,651,57.5,1847,258.5
,,U937,LPS + IL-10,MEKi,1,15,,,10938,5287.5,803,654.5,6457,3942.5,1039,27985.5,1992.5,10474,1114,804,10496,943.5,985,18209,366.5,1634,3334,280,37.5,1059,248.5
,,U937,LPS + IL-10,MEKi,1,5,,,6491,4444.5,563,653.5,4213.5,2059,486,27849.5,558,8773,775,495,4379,734,628,1085.5,200,1272,1333,90.5,24,490,195
,,U937,IL-1a,IKKi,1,1440,,,5343.5,7547.5,847.5,1841.5,16950.5,785.5,672.5,22218,538.5,10048,2143.5,246.5,43,1004,851.5,1562,347,1891.5,1248,80,32,682.5,159
,,U937,IL-1a,IKKi,1,480,,,6787,15249,909,2360,13614.5,1354,1438.5,23660,1146,15063,4571,403,80,1678,1537.5,3176,1767.5,3912,1619.5,71,29.5,608,150
,,U937,IL-1a,IKKi,1,240,,,5775,13427,767.5,2952,12551,1603,1017,23681,1442,14076,3927,516.5,77.5,2249.5,1973.5,3111,2522,6187,1790,70,25.5,580.5,143
,,U937,IL-1a,IKKi,1,120,,,4812,9830.5,868,2011.5,7632,1055,971,21787,903.5,11630,2264.5,267,43,1279,1111,2181,409.5,1643,1249,73.5,27,552.5,128
,,U937,IL-1a,IKKi,1,60,,,5117,9478,816.5,2263.5,10021,871.5,957,23326,572.5,11890,2981,322,46,1218,1022,1898,662.5,1984,1306,67,32,651,151
,,U937,IL-1a,IKKi,1,30,,,4621,8609,918,2742,,796,761.5,23189,688.5,10268,2132,499,29.5,941,873.5,3359.5,212.5,1231,1266,62.5,34,646.5,108
,,U937,IL-1a,IKKi,1,15,,,7379,10204,1380.5,2565.5,12240.5,1107,995,23320.5,930,13974.5,3074.5,331,36.5,1194,1089,5933,457,2029,1877,65.5,33,786,160
,,U937,IL-1a,IKKi,1,5,,,8052,5598,1165,2647,11109.5,1498,786.5,24919,679.5,13221,4124,639,55,1164.5,1169.5,3749,475,2109,1603,76,30,777,171
,,U937,IL-1b,IKKi,1,1440,,,6700,13549,1056,2906.5,16569,1008,1544,24374,879,16444,3832.5,380.5,71,2256,1447,2331,1373,3237,1321,82,28,649,162.5
,,U937,IL-1b,IKKi,1,480,,,7286,13324.5,1404.5,2260.5,10308,1364,1221.5,23679,811.5,14093,3447.5,353,64,1493,1072.5,2613.5,452.5,1871,1358,74.5,30,613.5,139
,,U937,IL-1b,IKKi,1,240,,,3058,1164,836.5,1904,6951.5,641,721,,568,8317,1952.5,133,29.5,791,823,1573,232,1251.5,1426.5,77.5,28.5,621,153
,,U937,IL-1b,IKKi,1,120,,,5675,11140.5,949,2086,9125,1145,880,21168,617,11889.5,2823,306,39,1170,1184.5,2045,347,1649,1051.5,75,24,561.5,152
,,U937,IL-1b,IKKi,1,60,,,4506,10411,854,2010,7274,1012,1094,20297.5,599,11745.5,2535.5,171,33,1005.5,1169,2053,401.5,1997,1193,63,31,633.5,125.5
,,U937,IL-1b,IKKi,1,30,,,5435.5,9568.5,824,1526,7988,661,1085.5,18469,695,12518,2530,437,32,1167,959,3766,436,1547,1237,62,34.5,602,146.5
,,U937,IL-1b,IKKi,1,15,,,4813,7626,1028,1879.5,9133,927.5,1273,23027,846,11861,2839.5,307.5,37,1247,1246.5,6191,479.5,2113.5,1916.5,81.5,25,1138,196
,,U937,IL-1b,IKKi,1,5,,,3591,5697,875,1988,6997,1236,884,22505,783.5,10343,2654,412.5,31.5,1255,1066.5,4339,407,1773,1604,70,30,735,163
,,U937,GM-CSF,IKKi,1,1440,,,7219.5,3917,1039,2412.5,10247,705,1131,24004,332,16214,3700,316,51,1210,1184,965.5,296,2019,692,56,28.5,724.5,146.5
,,U937,GM-CSF,IKKi,1,480,,,4372,2585,704,2126,7833,538,743,20825,244,11642,1300.5,156,38,980,610.5,,217,1263,771,60,23,518.5,115.5
,,U937,GM-CSF,IKKi,1,240,,,3928,3366,823,2558,9468,485.5,891,23730,280.5,6718.5,3360,277,39,1212,1008,903,303.5,1727,588,45,25,633.5,127
,,U937,GM-CSF,IKKi,1,120,,,3678,3807,770,2351,5188,250.5,931,,246.5,9525.5,2497,336,40,1082.5,1092.5,902.5,219.5,1832,560.5,58,28.5,574.5,133.5
,,U937,GM-CSF,IKKi,1,60,,,4691,4789,1030,3078.5,9799.5,546,911,24526,298.5,17454,2802.5,408,43,1426,1182,1159,385,1801,1020,42,25,698.5,130
,,U937,GM-CSF,IKKi,1,30,,,3599.5,4580,879,2563,6183,477,885,24143,416,12615,2969,349.5,41.5,1072,1030.5,1096.5,207,1329.5,795.5,54,21,680,127.5
,,U937,GM-CSF,IKKi,1,15,,,4327.5,4970,990,2831,9779,628.5,807,24033.5,464,12058,2687,481.5,49,1178,1004,1037,266.5,1738,978,59,22,737.5,117
,,U937,GM-CSF,IKKi,1,5,,,4623.5,3811,950.5,3067,12623.5,536,1072,24273,475,13617,4432,473,63,1797,1477.5,1244,1602,4374,970,60,32.5,744.5,151
,,U937,IFN-g,IKKi,1,1440,,,8428,5046,1161,1879,9668,624.5,788.5,24476.5,533,10646,3301.5,644.5,77,2809,1285,1523.5,440,2000,907,69.5,32,1385,137
,,U937,IFN-g,IKKi,1,480,,,4178,3958,776,1134,7375,593,749,,375,10721,1226,485.5,48,1499,991,1108,302,1298,973,67,27,810,142
,,U937,IFN-g,IKKi,1,240,,,3386,6003,802.5,1107.5,5786,532,797,,432.5,7771,1519,165.5,32.5,1076,794,,135,299,1281,62,30,622,130
,,U937,IFN-g,IKKi,1,120,,,3526,5963,1007,2296.5,4742,583.5,1075,21215,610,17259,1886.5,1114.5,46,1324,1396,1287,392,1982,1180.5,61,26.5,606.5,114.5
,,U937,IFN-g,IKKi,1,60,,,2931,5647.5,314.5,1956,,339.5,,,584,,589.5,,37.5,771,567,,234.5,1109,1698,57,24,536,143
,,U937,IFN-g,IKKi,1,30,,,4039,5445,794,2098,7276,485,855.5,23592,275,9542,2222,1132,52,1046,1265,1216,342.5,1604,1080,62.5,29,676,157
,,U937,IFN-g,IKKi,1,15,,,6045,4082,820,2071,7529.5,489,836,23628,355.5,13784.5,2645,1199,66,1134,1086,1163,268,1713.5,829,66,30.5,613.5,138.5
,,U937,IFN-g,IKKi,1,5,,,6948,8617.5,1058,3768,23311.5,871.5,1698,24842,837.5,19607,7931.5,1887,107.5,2730,2328,2015.5,3823,6363,1036,50,25.5,759.5,118
,,U937,IL-6,IKKi,1,1440,,,6796.5,1890.5,821,2219,7768,569,382.5,23068.5,227,13041,2966.5,220.5,148,1334,1115,883,373,1938,789,59.5,27.5,597,146
,,U937,IL-6,IKKi,1,480,,,4241,2297.5,781,2099.5,7891,515,831.5,18432.5,260,9792,2078.5,194,132.5,1046,999.5,716,221,1119,766,73,30,724,168
,,U937,IL-6,IKKi,1,240,,,,1689.5,128,,,237,523,,117,,,,93.5,,565,125,238,1445.5,646,49,24,550,128
,,U937,IL-6,IKKi,1,120,,,,1460,416,,,241.5,694,23032,123,,2394.5,,74,,614.5,273.5,96,1412.5,729,68,23.5,591.5,118
,,U937,IL-6,IKKi,1,60,,,2871,2415,441,1517,6823,319,435.5,22433,242,8956,1894,164,267,805,850,819,218,1274.5,954,62,26.5,713,148.5
,,U937,IL-6,IKKi,1,30,,,2993,2898.5,315,1026,5509,473.5,576.5,,285,9339,1885.5,258,145,1035,842,844.5,369,1397,795,68.5,23,528,128
,,U937,IL-6,IKKi,1,15,,,4309,3877.5,896,2216,8753,497,867,19214.5,263,12330,2760,394.5,232,1178,1056,1017.5,346,1854,854.5,66,24,629,148.5
,,U937,IL-6,IKKi,1,5,,,4919,5185,968,2293.5,11141,647,1182,23312,423.5,15644.5,2766,535.5,241,1531,1204.5,1372,639.5,2470.5,976.5,57,23,717.5,136
,,U937,IL-10,IKKi,1,1440,,,5499,3850,1136,2212.5,9299,690,880.5,23502,405.5,12368.5,2904,311.5,385,1373.5,1024,943,382.5,1579,773.5,51,20,585.5,115
,,U937,IL-10,IKKi,1,480,,,,1946.5,698,2124.5,8548,294,510.5,,189,3775.5,2215,102,300.5,1039,814,588,241,678,886,69.5,29,649,141
,,U937,IL-10,IKKi,1,240,,,,2101,700,,,,902.5,,,,1517.5,,,,820,126,110.5,392,695,51,18,582.5,115
,,U937,IL-10,IKKi,1,120,,,4902.5,4790,866,2103,9353,429,983,23769,296,11893,2561.5,312.5,544,1351.5,1073.5,1037,445,1852.5,740,41,22.5,511,133
,,U937,IL-10,IKKi,1,60,,,,,,,,,,,,,,,,,,,,,1060,63,26,751.5,140
,,U937,IL-10,IKKi,1,30,,,4425,3015.5,603,2088,4994,471,777,24814,263,11768.5,2521,319,184,1090.5,868.5,860,294,1528.5,753.5,64,28,485,152
,,U937,IL-10,IKKi,1,15,,,3105,4919,804,1644.5,2122,438,898,17420.5,266.5,12034,2325.5,330,134.5,961,967.5,1038,267.5,1210,1148,85,27,1103.5,173
,,U937,IL-10,IKKi,1,5,,,3068,4548,723,2253,7583,496,816,23935,452.5,13656,2634,564,110,1148,969.5,1093,540,2043,923.5,65,23,589,147
,,U937,LPS + IL-1a,IKKi,1,1440,,,4657,20596.5,956,2463,7336,1258,746,16201,1070,12050,2179,335.5,66,1488,1324.5,8306,1159.5,4555,2050,78,24,351,147
,,U937,LPS + IL-1a,IKKi,1,480,,,3045,20143.5,618.5,1663.5,7975,2372,1394.5,16346,1326,13738,2276.5,515,54,849,1031,10290,602,2211,2997,76,31,417,104
,,U937,LPS + IL-1a,IKKi,1,240,,,3234,17972,1148.5,2092,,4545,1958,,216,16995,1974,257,43.5,206.5,1042,18859,333,,2427.5,100.5,22,474,123
,,U937,LPS + IL-1a,IKKi,1,120,,,2225.5,15840,612,1994,,3188,,12532.5,1958,,,,38,,,1880,356,1451,3741,217,33,530,95
,,U937,LPS + IL-1a,IKKi,1,60,,,3749,14110.5,1836,2137.5,,3663,1817.5,8102.5,,14046,,40.5,30.5,1142.5,1025,11344,931.5,1059.5,3883,334,34,715,153
,,U937,LPS + IL-1a,IKKi,1,30,,,1164.5,10636,2113.5,1567.5,4477.5,731.5,2324,2099.5,1409,,812,78.5,29,380,833,2485,714.5,1409,3796.5,191,27,606,111
,,U937,LPS + IL-1a,IKKi,1,15,,,,4370,933,1094,5453,311,1174,20041,2140,,1340,226,20,,,24288,,1038,3287.5,107,25,615,132
,,U937,LPS + IL-1a,IKKi,1,5,,,3777,5543,908,1599,3689,1784,869,24569,1517.5,11488.5,2956.5,362.5,36,1104,1032,4996,496.5,2337,1876,70,30,744.5,186
,,U937,LPS + IL-1b,IKKi,1,1440,,,5153.5,18018.5,824,2267,7657,1423,698,,1279.5,11765.5,2575.5,398.5,69.5,1694,1388.5,8822,1045,4713,1995,59,23.5,365,127
,,U937,LPS + IL-1b,IKKi,1,480,,,2521,24187.5,795,1598,3746,1480,1430,,1122,,1811.5,591,35,743,377.5,11427,222.5,,3654,126,40,605.5,144
,,U937,LPS + IL-1b,IKKi,1,240,,,3184,27004,1068,2000,5442,2973,2482.5,,1463.5,15789,2232.5,107.5,70,932,626.5,12636,602.5,1788.5,3684,167,33.5,730,170
,,U937,LPS + IL-1b,IKKi,1,120,,,4022.5,24275,1711,1474,7880,8608.5,3832.5,21080,2313,17161,1820,346,39,1130,863,25248,599,1450.5,3894,263,42,652,155
,,U937,LPS + IL-1b,IKKi,1,60,,,4981,24301,2351,1917,8808,4148,3983,17370.5,4356,17299,2040,353,36,1292,933,27092,1404,1421,4199,347,33,973,143
,,U937,LPS + IL-1b,IKKi,1,30,,,3292,16303,1690,2096,6301,2450.5,3001,,3742.5,13799,2630.5,259.5,33,1162,1020,24390,660,1233,3392.5,175,31.5,649,122
,,U937,LPS + IL-1b,IKKi,1,15,,,2156,8410.5,1181,2139,7547,3448,1825,23036,2270,9619.5,1529,399,45,1141,997.5,21608.5,491,1859,3065,93,28.5,611,146
,,U937,LPS + IL-1b,IKKi,1,5,,,5377,9722,1103,2484,10828,1945,1584,24049,1766,16037.5,3868,438,43,1334,1165,9998.5,594,2886,1762,84.5,27.5,754.5,158
,,U937,LPS + GM-CSF,IKKi,1,1440,,,5638,19516.5,1295,2640,9452,1374,855.5,19917.5,1559,13212,2323.5,414,80,1294,1436,12759.5,1581.5,4538,1988.5,60,25,529.5,122
,,U937,LPS + GM-CSF,IKKi,1,480,,,2339,23406,562.5,1635,7338.5,1951.5,1821,,1282,9182.5,1331,571.5,52,1059.5,591,9954.5,489,1383,2689,85.5,29,535,135
,,U937,LPS + GM-CSF,IKKi,1,240,,,4231,,999,1919,,2588,550,,1648,,,,41.5,594,603,200,498,1969,2880,131,47,739,115
,,U937,LPS + GM-CSF,IKKi,1,120,,,,,1510,,,5519,820,,2407.5,,,189,31,203,444,1245.5,,1043.5,2987.5,214,35.5,599,121
,,U937,LPS + GM-CSF,IKKi,1,60,,,3484,17109,933,1765,7719,948,2001,21474,1479,15218,,195,35,918,959,23704.5,701,365,3963,368,32,952.5,137
,,U937,LPS + GM-CSF,IKKi,1,30,,,4294.5,2802.5,880.5,2907,7961.5,805,949,23679,987,7245.5,4936.5,327,35,1469,1366,27185,1688,4630,3798,174.5,37.5,936,123
,,U937,LPS + GM-CSF,IKKi,1,15,,,3265.5,1488,675,3520,11226,699,221,22208,,5483,10960.5,251,33,847,1101,24046,,1612,2899.5,126,27.5,977,141
,,U937,LPS + GM-CSF,IKKi,1,5,,,4793,3954,702,3021,9318,867,716.5,24525.5,780.5,11743,3765.5,553,49,1460,1284,2581,742,3387,1629,92,24,1116.5,183.5
,,U937,LPS + IFN-g,IKKi,1,1440,,,3736.5,16370,966,2396.5,7451,900,612.5,,1538.5,7316,2139,563,79,1605,1442,11114,1124,5253,2040,69,36.5,853.5,151
,,U937,LPS + IFN-g,IKKi,1,480,,,4391,21005.5,1200.5,1425,10107,2328.5,2315.5,,2617,4269.5,1812,1004.5,105.5,1132,965.5,14381,879,1705,3027,93,34,633.5,116
,,U937,LPS + IFN-g,IKKi,1,240,,,4564.5,26143,1542,1542.5,10244.5,4804,2701,,2779,11001.5,1563,367,65,1433,988.5,23182,666,1461,3275.5,160,59,659.5,144
,,U937,LPS + IFN-g,IKKi,1,120,,,4116.5,25740,2230,1697,,10626,4398.5,23553.5,3115,18644,2293,1061.5,67,1258,1128,26669.5,729,1446,3206,260,36.5,621,158
,,U937,LPS + IFN-g,IKKi,1,60,,,7986.5,26518,4409,3022,14295,11959,7714,22061,9851,23473.5,3726,2231,79.5,2684,2521,26112,2380,3363,3670,333,35,585,132
,,U937,LPS + IFN-g,IKKi,1,30,,,5063,16381,1848,2011,8669,2059.5,2356,21567.5,3579,13195,2601.5,898.5,57,1029,941,26830,707,1588,3387.5,170,39,557.5,126
,,U937,LPS + IFN-g,IKKi,1,15,,,3444,7252,649.5,1632,8003,1702,1193,19639,2368,7640.5,2364,585,40.5,318.5,947,24282,273,1585,2484,97,23.5,706,142
,,U937,LPS + IFN-g,IKKi,1,5,,,5120.5,5691,946,2651,9000,920,840,24097,996,14000.5,2409,1048,66,1320,1149.5,2077,520,2439,1175,55,22,654,128
,,U937,LPS + IL-6,IKKi,1,1440,,,6219,12653,854,2312.5,9657,1147,635,21553,941,10698,2474,342,105.5,1317,1405,4048,972.5,4195.5,2045,65,31,546,148
,,U937,LPS + IL-6,IKKi,1,480,,,11940,24942,1751,3202,18067,3934,4011,23245.5,2702.5,20153,6169,938,143,2642,2011,13311,1481.5,5441,2866,80.5,23,490.5,125.5
,,U937,LPS + IL-6,IKKi,1,240,,,6366.5,25063,1627,2096.5,18196,4463.5,3348,,2150,16809,3055,468,128,1472,1221,20167,1057,2238.5,2752,157,37,583,177
,,U937,LPS + IL-6,IKKi,1,120,,,6134.5,23229,1671,1656,10093,8284,2829.5,23628.5,2858.5,8241,2076,328.5,73,1408.5,916,24320,880,1896,2889,199,28,539,122.5
,,U937,LPS + IL-6,IKKi,1,60,,,,23584,3577,2264,14136,7917,5353,,6993,15462,5841.5,686.5,242,3431.5,2035,26997,1728,3973.5,3395,302.5,34.5,819,165
,,U937,LPS + IL-6,IKKi,1,30,,,6865.5,20657,2430.5,1954,12196,2921.5,3712.5,22439.5,3879,16177.5,4210,412,297.5,1708.5,1440,26630,1129,2816,4051,231,39,926,157.5
,,U937,LPS + IL-6,IKKi,1,15,,,5598.5,2549,1061,2385,8495,1376.5,1802,23929,1394,14806,3709.5,268.5,140,1136.5,1048,24086,748,2892,2488,103,29,800,145
,,U937,LPS + IL-6,IKKi,1,5,,,4662,5070,865.5,2608,11453,735.5,787,23650,906,12557,3307,462.5,177,1479,1286,1773,653,2645.5,1252,78,32,740,140
,,U937,LPS + IL-10,IKKi,1,1440,,,5269,12478,848.5,2280.5,9093,1001,563.5,15760,999,10692,2063,364,263,1325,1146,5282.5,767.5,3538,2004,64,25,558,150
,,U937,LPS + IL-10,IKKi,1,480,,,7489.5,14730,671,927,7149.5,1801,2271,14108,1423.5,12966,1840,307,263,763,672.5,6057.5,317,2597.5,3050,84,28,485,177
,,U937,LPS + IL-10,IKKi,1,240,,,4791.5,24695,775,1127,6239.5,3672,2504,,1530,12634,2074,289.5,266,1112.5,726,17983,633,1575,2687,144,29,649.5,170
,,U937,LPS + IL-10,IKKi,1,120,,,5650,25154,1669,1788,5668.5,7434,2406,19650,2323,16016,2747.5,345,300.5,1269,744,24037,704.5,2089,3420,191.5,35,767,161
,,U937,LPS + IL-10,IKKi,1,60,,,4404,19967,1761,2784,7021.5,3119,4774,,2585,14769,5925,,283,2359,1374.5,21213,979,1430,3396,232,33,686,142
,,U937,LPS + IL-10,IKKi,1,30,,,3805,12867,1219.5,1573.5,8314.5,1754,1702,18788,2377,10350.5,2241.5,353,135.5,1012,1053,25623,802,1555,2962,161,34,719.5,159
,,U937,LPS + IL-10,IKKi,1,15,,,4368,4032,990,2113.5,7048,1326,660.5,22403,1454,9287,1819.5,435,91.5,901,943,22880,467.5,2136.5,2280,88,30.5,743,169.5
,,U937,LPS + IL-10,IKKi,1,5,,,7325,5592,913,2594,10124.5,799,678,24223,760,13786,2584,450,84,1140,1071,1257,608,2288,1135,69.5,26,690,148
,,U937,IL-1a,JAKi,1,1440,,,3443.5,10202,1186,1685,9602,2218.5,781.5,19817.5,943.5,10738.5,2359,284,102.5,1088,1018.5,1926.5,375,2124,1255,73,26,484.5,192
,,U937,IL-1a,JAKi,1,480,,,4249,11975,1388,1787.5,8574.5,4072.5,1162,20681.5,1493,12452,2423,281,90,1112,1107,4076,425,1810,1570,138,34,551,174
,,U937,IL-1a,JAKi,1,240,,,4296,10514,1013,1779,7259,4077,1447,,1332,13538,2177,244.5,70.5,951,1365.5,3727,447,1870,1828,151,29.5,516.5,130.5
,,U937,IL-1a,JAKi,1,120,,,3828.5,10228.5,1011,1453.5,9883,3801,1043,20071.5,1119,12699,2359,350,88.5,1217,1046.5,3756,556,1998,2272.5,124,35,588.5,138
,,U937,IL-1a,JAKi,1,60,,,5128,10188,1067,2462.5,17380.5,2500,1682,23708.5,988.5,15677,4986,502,89.5,1974,2090,4574,2685,6660.5,1589.5,107,26,741,147.5
,,U937,IL-1a,JAKi,1,30,,,,,,,,,,,,,,,,,,,,,1599,124.5,21,677.5,160
,,U937,IL-1a,JAKi,1,15,,,6362,14243,1418.5,2352.5,17194.5,2532,1518,24010,1296,16300,4384,892,91,1876.5,1616,10448,1228.5,3816,1796,112,25.5,603,135.5
,,U937,IL-1a,JAKi,1,5,,,4606,10685,1191,2140,7913,4272.5,807,21978,1263.5,15105.5,2307,348.5,96,1170,1103,8039,314,1696.5,1912,104,26,638,153
,,U937,IL-1b,JAKi,1,1440,,,3655,9392,1240,1732,9398.5,2200.5,831,21406,844,12564,2235,312,102,1035.5,1108.5,2039.5,340,1643,1311,86.5,26,634,154
,,U937,IL-1b,JAKi,1,480,,,3195,9437,1124.5,1748,8483,2933,1060,21424,1069,12431,2149,251,105.5,1012,970,2849,383,1497.5,1783.5,104,26.5,554,144
,,U937,IL-1b,JAKi,1,240,,,3455,11006,1142,1434,7564,4052,932,15760,1355,10004,2088.5,222,75,1051,1160.5,3284.5,380.5,1524,1986,136,27,545,157
,,U937,IL-1b,JAKi,1,120,,,,,,,,,,,,,,,,,,,,,1693.5,112,27.5,553.5,120.5
,,U937,IL-1b,JAKi,1,60,,,3102,10066,1060,1362,7231,2988,931,18816,763.5,11792,1896.5,273,83,1156,1028,3514,386,1400,1479,93,26,555.5,127
,,U937,IL-1b,JAKi,1,30,,,4260,11345.5,1037,1366.5,7205,1641,939,19385,716,13032,2066,762,63.5,1057,1002,8080,289,1614.5,1493,99,25.5,545.5,151.5
,,U937,IL-1b,JAKi,1,15,,,3049,11401,1306.5,1484,7985,2229.5,995.5,20682,941,13443,1987,825,85,1228,1204,8726,349,1499,1769,133,25.5,601.5,158
,,U937,IL-1b,JAKi,1,5,,,4008,9979,1201,1724,8277,5016,974,21026.5,1464.5,14634,2559,372,84.5,1263,1159.5,9844,340,1870.5,1769,129,31,658,157.5
,,U937,GM-CSF,JAKi,1,1440,,,3602,3530,1051,1544.5,5740,905,509.5,21239,155,12680,2148,241,38,754,2131.5,1837,194,2032,802,84,27,698,153
,,U937,GM-CSF,JAKi,1,480,,,3704.5,5417,1280,1633,6813,1115,903,20501,488,12814,2102,238.5,65.5,1053,1156.5,1397.5,220,1649.5,917.5,85,26,668,160
,,U937,GM-CSF,JAKi,1,240,,,,,,1458,8025.5,,,,322.5,12126,,239.5,53,,1063,,,1210,811,78,24,574,129
,,U937,GM-CSF,JAKi,1,120,,,3494.5,5625.5,1024,1757.5,8149.5,1155,772,22559.5,299,14612,2286,268,57,1203,1048,901,229.5,1219,813,90,24,626,135
,,U937,GM-CSF,JAKi,1,60,,,2094,3804,939,1510.5,7823,866,734,19279,291.5,12048,1867.5,194,58.5,1008.5,952,932,204,1360.5,1165.5,76,31,532,127
,,U937,GM-CSF,JAKi,1,30,,,3232,5736,1174,1743,7952,1247.5,805.5,22897,510,11344,2290,369,64,1175,1119.5,1092,206,1393.5,993,83.5,30.5,538,125
,,U937,GM-CSF,JAKi,1,15,,,3223,6037,1068,1617,8316,1389.5,816,23267,525,12800,2033,305,67.5,1025,1038,1080.5,215,1350,1133,77,25,521.5,141
,,U937,GM-CSF,JAKi,1,5,,,4236.5,6454.5,926,1776,7180.5,1207,763,22673,419,12965,2334,348,66.5,1197.5,1119,1099.5,231,1400,816.5,67.5,25,538.5,148.5
,,U937,IFN-g,JAKi,1,1440,,,4119,4177,992,1147,6453,649,437,21923.5,429,8065.5,1748.5,298,54,1181,841,1028,168.5,1495,872,60.5,23.5,1010,123
,,U937,IFN-g,JAKi,1,480,,,3475.5,6041,988,1148,6767,708.5,606,19296.5,361.5,10853,1971,298,63,1228,936.5,799.5,199,1374.5,1119,73,26,716.5,153
,,U937,IFN-g,JAKi,1,240,,,3258.5,7497,1318,1385,7967,829,872,20532,479,12792,2053,391,74,1257,1165,1189,262,1264,1425.5,70,28,687.5,149
,,U937,IFN-g,JAKi,1,120,,,1732,4578,811,1173.5,7247,772.5,681,,470.5,13508,1449,446.5,68,809,984,1272,149,1144,949,65.5,25,446,116
,,U937,IFN-g,JAKi,1,60,,,2864,4402.5,1089,1237.5,7494,789,728,15890.5,505,11283,1624.5,365,74.5,956,978,1257,184,1078,1463,46.5,24,505,103
,,U937,IFN-g,JAKi,1,30,,,2430.5,3894,810,1226,6574.5,885,620.5,18710,438,9768,1881.5,476,66,1055,964,973,168,1204,987,71.5,25,506.5,160
,,U937,IFN-g,JAKi,1,15,,,4264,4875.5,893,1674,7657.5,1095,772,20069.5,393.5,12451,2038,682.5,77,1101,1101.5,1037,199,1413,1017.5,66,19,448,122
,,U937,IFN-g,JAKi,1,5,,,3857,6240.5,1095,1508,7437.5,1608,744.5,20970,651,12987,2280.5,443,80,1173,1044,1152,211,1517,954,73,33.5,625.5,168
,,U937,IL-6,JAKi,1,1440,,,5501,5305.5,1339.5,2144,11871.5,1009,706,23768.5,379.5,12875.5,3539,286,197,1314,1275,1324,465.5,2142,876.5,65,24,583.5,160
,,U937,IL-6,JAKi,1,480,,,4574.5,4265,1078,1203,8492,645.5,711.5,18203,392,11281,1863,220.5,157,888,893,888,170,1150.5,1043.5,74.5,29,676,152
,,U937,IL-6,JAKi,1,240,,,2708,4133,845.5,,7138,707,698,,338.5,7996.5,1844,198,122.5,859,915,776,193,1116,855,72,21,592,145
,,U937,IL-6,JAKi,1,120,,,2341,4184,805,1334,7170.5,726,652,18347.5,286,9077,1619,228.5,191.5,954,1032.5,807,173,1300,928,73.5,20.5,434.5,118
,,U937,IL-6,JAKi,1,60,,,3360,4300,741,1496,7278,870,666,20554,367,12048.5,1894,303,258,955.5,999,978.5,172,1274,852.5,67.5,20.5,432.5,111.5
,,U937,IL-6,JAKi,1,30,,,3860.5,4420,874,1314,6938,964,770.5,18108.5,332,11020,1771,306,284,1063.5,1016,937,188.5,1335,915,63.5,21,601.5,124
,,U937,IL-6,JAKi,1,15,,,3279,5902.5,950,1388.5,7530,1239,813,19250.5,391.5,11281,2057,387,223,1095,1035,1258,192.5,1468.5,930,54,21.5,498,101
,,U937,IL-6,JAKi,1,5,,,3798,6347,1059,1837,8036,1364,790,21650,527,13839,2535.5,529,171,1093,978,1215,232,1653.5,1063.5,79,24.5,696,157
,,U937,IL-10,JAKi,1,1440,,,3663,3462.5,1059,1517.5,7895,804,617.5,17111.5,377,11069.5,2073.5,205.5,1287.5,922.5,982,865,220,1543,1096,67.5,29.5,818.5,138
,,U937,IL-10,JAKi,1,480,,,3783,4916,995,1384,7777,829.5,791,17313,387.5,12155,1745,236.5,1559,1006.5,1129,935,177.5,1324.5,1290,112,25.5,1111,208
,,U937,IL-10,JAKi,1,240,,,2525.5,2466,481.5,,,,630.5,,,,,129,,512.5,746,969.5,157,1372,1453,116,29,760,177
,,U937,IL-10,JAKi,1,120,,,2986.5,4474,956,1361,7242.5,816,580,16707.5,451,13699.5,1854,272,2231,961,989.5,1083,184,1408,936,72,26.5,621,150
,,U937,IL-10,JAKi,1,60,,,2919,4338,1039,1246,6901,804.5,942,16572,502,11478.5,1782.5,248.5,3804,948,1047,1271,163,1217.5,1030,46,24,590.5,81
,,U937,IL-10,JAKi,1,30,,,3711,4509.5,889,1556,7747,918,727,19932,346.5,11005,1934.5,404,3099,1022.5,923.5,999,169,1326,810.5,64,21.5,634,120.5
,,U937,IL-10,JAKi,1,15,,,2619,4723,965.5,1577,7378,988,722.5,19956,383,10530,1815,335,1630,914,882.5,1010,198,1452.5,1142,84,27,721.5,151
,,U937,IL-10,JAKi,1,5,,,3773,5395,924.5,1595,7148.5,1209,747,20055,483.5,15012.5,2014,427,532.5,1106,880.5,1145.5,177.5,1521,1097,75,26,691,181.5
,,U937,LPS + IL-1a,JAKi,1,1440,,,3258,14203,1271.5,1934.5,8963,2997,777.5,19922.5,963,10824.5,2530,308,267,800.5,1219,4589,681,2575,2325,151.5,35,739,173
